name,team,pos,targets,receptions,yards,rec_touchdowns,avg_cushion,avg_separation,avg_intended_air_yards,avg_yac,avg_expected_yac,avg_yac_above_expectation,catch_percentage,percent_share_of_intended_air_yards,catch_pct,ypr,ypt,td_rate,yac_oe,name_last,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_int,receiving_epa,air_yards_total,s_sep,s_yac_oe,s_ypt,s_catch,s_air,s_cushion,s_drop,s_btk,composite,rank
Romeo Doubs,GB,WR,145,94,1209.0,11,6.0320134350036305,2.3989134876598124,13.149068990559186,3.4199978354978358,3.2270592281796358,0.19293860731819962,64.84386347131446,39.34391035650677,64.82758620689654,12.861702127659575,8.337931034482759,7.586206896551724,0.19293860731819962,DOUBS,,,,,,,18.53063462705104,24.365476215760005,51.21264891710937,55.066312997347445,59.91070914970463,49.616557113876695,50.0,50.0,40.2634388480902,88
Garrett Wilson,NYJ,WR,115,72,790.0,8,6.535721234905446,3.1685906076377415,8.99820269137642,2.6981519274376415,2.8519381713544645,-0.15378624391682297,62.602543407628154,42.05141721798223,62.60869565217392,10.972222222222221,6.869565217391305,6.956521739130435,-0.15378624391682297,WILSON,,,,,,,44.67698304529068,18.012408107867447,33.66453965360074,49.67863894139887,33.4799764387667,63.83902874305289,50.0,50.0,40.03419368312296,89
Harold Fannin Jr.,CLE,TE,97,63,663.0,4,5.752625763125764,2.9834198048206813,5.901034382284381,5.168649267399268,3.9983678722866025,1.1702813951126656,65.33189033189034,22.400474578878974,64.94845360824742,10.523809523809524,6.835051546391752,4.123711340206185,1.1702813951126656,JR.,,,,,,,38.386630634296786,42.27340889926718,33.25207454256689,55.359790366513785,13.758688919938116,41.72788983971675,50.0,50.0,39.952956349616365,90
Travis Hunter,JAX,WR,85,52,511.0,2,6.834842338217339,3.372285453663826,6.965337301587302,5.052807539682541,4.958659636803676,0.09414790287886476,60.25132275132275,16.630536267127585,61.1764705882353,9.826923076923077,6.011764705882353,2.3529411764705883,0.09414790287886476,HUNTER,,,,,,,51.596607231794245,22.55532597272377,23.413158882513812,46.201062364745226,20.535661232706854,72.2848804975235,50.0,50.0,39.76568076895153,91
A.J. Brown,PHI,WR,236,151,1944.0,13,5.760108410066555,2.1743481925781287,11.617045572725642,3.5317826617826618,2.363925306179044,1.1678573556036178,63.4284984634635,41.62515568671085,63.983050847457626,12.874172185430464,8.23728813559322,5.508474576271186,1.1678573556036178,BROWN,,,,,,,10.902029988239807,42.22899302298272,50.009888293187885,53.01570205770647,50.155516246568176,41.939166563736684,50.0,50.0,39.76387480278542,92
Marvin Harrison Jr.,ARI,WR,67,38,562.0,4,5.177689273689274,2.536936252411326,13.313415343915345,3.3237460317460314,2.439255419739644,0.8844906120063869,58.5978835978836,40.45737536575248,56.71641791044776,14.789473684210526,8.388059701492537,5.970149253731343,0.8844906120063869,JR.,,,,,,,23.219342662110318,37.03684075823299,51.81172532959633,35.37163679928118,60.95718817949878,25.49423629855155,50.0,50.0,39.28021602732621,93
Calvin Austin III,PIT,WR,42,25,293.0,3,5.889176870748299,2.9108070225514746,9.325013605442177,4.372595238095238,3.5551699064158035,0.8174253316794344,61.156462585034014,37.26691614288823,59.523809523809526,11.72,6.976190476190476,7.142857142857142,0.8174253316794344,III,,,,,,,35.919935112825534,35.807998083488485,34.93879411381691,42.18824653607262,35.56095214217347,45.58348678396232,50.0,50.0,39.275890703545855,94
Pat Bryant,DEN,WR,75,48,575.0,1,6.571895238095239,2.4930443270408813,8.120431972789117,4.974129032258064,4.270101889967895,0.7040271422901693,66.39115646258503,30.724809557555837,64.0,11.979166666666666,7.666666666666667,1.3333333333333335,0.7040271422901693,BRYANT,,,,,,,21.728310197073643,33.73019368632582,43.19051959890612,53.056856187290954,27.890752028181222,64.86042196781703,50.0,50.0,39.20554131132207,95
Nico Collins,HOU,WR,229,133,2037.0,10,4.848316851951467,2.2602355332579935,12.690248640248639,4.340071643536432,2.970455306641884,1.3696163368945484,58.203185703185696,39.58212708529568,58.07860262008734,15.31578947368421,8.895196506550219,4.366812227074235,1.3696163368945484,COLLINS,,,,,,,13.819669444894291,45.92583951366434,57.872403100158046,38.679148836733795,56.9891604494286,16.194221638242272,50.0,50.0,39.01058198013767,96
Jakobi Meyers,JAX,WR,168,114,1277.0,6,6.598834656084656,2.5962374724078336,9.579010261343594,3.1860111111111107,3.4405565399756846,-0.25454542886457393,69.95670995670996,24.52662738867583,67.85714285714286,11.201754385964913,7.601190476190476,3.571428571428571,-0.25454542886457393,MEYERS,,,,,,,25.23383720717336,16.16618923376978,42.40802838911317,62.422360248447205,37.17828145073833,65.62107151133351,50.0,50.0,38.904983204302326,97
Tetairoa McMillan,CAR,WR,234,136,1953.0,13,5.851203944203944,2.6042695499289468,12.435007802064359,3.2729087301587305,3.395240239672306,-0.1223315095135757,58.433602220487465,47.2920746271579,58.119658119658126,14.360294117647058,8.346153846153847,5.555555555555555,-0.1223315095135757,MCMILLAN,,,,,,,25.50669122860426,18.5887558062447,51.31091788794616,38.77883543435384,55.36390878273612,44.51129995151869,50.0,50.0,37.79262927947001,98
David Njoku,CLE,TE,86,58,542.0,6,6.010054112554113,2.6454723431438616,5.994625,5.339060606060606,4.256397762183315,1.082662843877291,66.6921768707483,14.941245805873049,67.44186046511628,9.344827586206897,6.3023255813953485,6.976744186046512,1.082662843877291,NJOKU,,,,,,,26.90637241859824,40.66796694282693,26.885586483220624,61.414015711285664,14.35462924246311,48.99652335502866,50.0,50.0,37.611480789399295,99
Emeka Egbuka,TB,WR,245,122,1804.0,12,6.345017375661375,2.5685198065876618,12.16508120122805,5.338259259259259,4.438051581745825,0.9002076775134341,52.24379805088467,38.823119830922764,49.795918367346935,14.78688524590164,7.363265306122449,4.8979591836734695,0.9002076775134341,EGBUKA,,,,,,,24.292253094740175,37.3248258486204,39.56463825274869,18.56801583509657,53.645145198449825,58.45439855030644,50.0,50.0,37.452168533938874,100
Michael Wilson,ARI,WR,229,143,1822.0,12,5.591538414094866,2.2885235454013806,10.949810966810967,3.8461395422759055,3.1412093144521434,0.7049302278237621,60.78266430539157,39.206091686454464,62.44541484716157,12.741258741258742,7.956331877729258,5.240174672489083,0.7049302278237621,WILSON,,,,,,,14.780628530675093,33.74674099720282,46.65224331543352,49.282177856318725,45.906885176978946,37.17949838765321,50.0,50.0,37.29571966359164,101
Mason Taylor,NYJ,TE,116,78,656.0,2,6.142585091991342,3.3576196555104794,5.634071085164836,3.6799678030303022,4.02894337710537,-0.3489755740750672,65.72344322344323,17.17316161492251,67.24137931034483,8.41025641025641,5.655172413793103,1.7241379310344827,-0.3489755740750672,TAYLOR,,,,,,,51.09840212942617,14.435937877907781,19.15160468990664,60.92722869334561,12.058794237426513,52.73860973010631,50.0,50.0,37.05836592226924,102
Brian Thomas,JAX,WR,91,48,707.0,2,5.523258426966292,2.6550007311032955,14.173846153846151,3.740625,3.48875235033251,0.2518726496674901,52.74725274725275,26.438647628183837,52.74725274725275,14.729166666666666,7.769230769230769,2.197802197802198,0.2518726496674901,THOMAS,,,,,,,27.230056915622992,25.44532954494833,44.41624009536499,25.734132088647144,66.43600033926755,35.251574738335194,50.0,50.0,37.04237103835021,103
Keenan Allen,LAC,WR,238,158,1515.0,8,6.038422196183054,2.5934993713956214,8.552147044781266,3.459767917267917,2.9058173858139162,0.5539505314540006,66.63113639548065,24.983521267554103,66.38655462184873,9.58860759493671,6.3655462184873945,3.361344537815126,0.5539505314540006,ALLEN,,,,,,,25.14082243356064,30.98032754131857,27.64112208237899,58.851634299204605,30.639707270934853,49.79751207242665,50.0,50.0,36.95209235696175,104
Marvin Harrison,ARI,WR,73,41,608.0,4,4.941944444444444,2.419982614294804,13.550410958904111,3.0292682926829264,2.3919797668604503,0.6372885258224761,56.16438356164384,21.984611349907325,56.16438356164384,14.829268292682928,8.32876712328767,5.47945205479452,0.6372885258224761,HARRISON,,,,,,,19.24636426428165,32.507336500475084,51.10313307775877,34.03124570486095,62.466262985079894,18.837849110755105,50.0,50.0,36.928706838891614,105
Brian Thomas Jr.,JAX,WR,85,44,661.0,2,5.4799404761904755,2.5631312211420814,14.703849206349206,4.283861111111111,3.9125379053295917,0.37132320578151995,52.18253968253968,34.76769617341741,51.76470588235295,15.022727272727273,7.776470588235294,2.3529411764705883,0.37132320578151995,JR.,,,,,,,24.109199930127932,27.63403195787021,44.50276154217384,23.348416289592777,69.8108064657495,34.02846815538534,50.0,50.0,36.692216185023696,106
Gunnar Helm,TEN,TE,84,68,530.0,2,4.689086257309942,3.276868345197332,5.39203896103896,3.1058712121212135,4.011054307062366,-0.9051830949411532,81.90476190476191,12.654538611177024,80.95238095238095,7.794117647058823,6.309523809523809,2.380952380952381,-0.9051830949411532,HELM,,,,,,,48.35523640463824,4.244501499472084,26.971610886834224,94.21882465360724,10.517649348830354,11.69825668549112,50.0,50.0,36.68397658664179,107
Calvin Austin,PIT,WR,55,31,372.0,3,5.521702127659574,2.82084959407632,10.246181818181817,4.643225806451613,3.9702717132507375,0.6729540932008757,56.36363636363636,18.312747172043117,56.36363636363636,12.0,6.763636363636364,5.454545454545454,0.6729540932008757,AUSTIN,,,,,,,32.86403257048712,33.16083963950453,32.39860777326594,34.51505016722407,41.426511053942654,35.207631756430565,50.0,50.0,36.50504763425571,108
Courtland Sutton,DEN,WR,235,142,1982.0,14,5.360247732426304,2.278838123262713,12.984993919610856,3.423386054421769,3.2509372851352802,0.17244876928648858,61.524577572964674,38.879818626482795,60.42553191489362,13.95774647887324,8.434042553191489,5.957446808510639,0.17244876928648858,SUTTON,,,,,,,14.451609497573784,23.990039219907317,52.361256036773405,44.3777129438554,58.8659575166257,30.648876549426458,50.0,50.0,36.45935811288345,109
Josh Downs,IND,WR,161,104,969.0,7,7.581617251179751,2.581096052001991,7.257251473063974,2.6684923371647513,2.8240560881503307,-0.15556375098557967,62.542688792688786,19.736307643301103,64.59627329192547,9.317307692307692,6.0186335403726705,4.3478260869565215,-0.15556375098557967,DOWNS,,,,,,,24.719474959417376,17.9798386989259,23.49524677692408,54.50466357838759,22.39443115800025,93.37048809593419,50.0,50.0,35.993630902082245,110
Zach Ertz,WAS,TE,130,90,892.0,8,6.046397146063812,2.6101294710636753,8.610329873829874,2.9100222222222225,3.4388254577344264,-0.5288032355122034,68.98792565459232,22.020415220980883,69.23076923076923,9.911111111111111,6.861538461538461,6.153846153846154,-0.5288032355122034,ERTZ,,,,,,,25.705755921727025,11.140940773651268,33.568613701703946,65.75765371751991,31.010187718173714,50.02268924547278,50.0,50.0,35.347256592025545,111
Jayden Higgins,HOU,WR,114,68,816.0,10,5.570148143212509,2.5914029378397117,11.671073295985058,2.2344502032520337,2.3308438161955,-0.09639361294346624,60.41374883286648,25.958902358558046,59.64912280701754,12.0,7.157894736842105,8.771929824561402,-0.09639361294346624,HIGGINS,,,,,,,25.06960545079509,19.064018029008427,37.11030082041933,42.49251892272486,50.49953896604996,36.575532118272406,50.0,50.0,35.01340549348036,112
Theo Johnson,NYG,TE,125,77,886.0,10,5.767628567091681,2.8693023063759195,8.689108358358359,4.781821869488536,5.423280705245942,-0.6414588357574053,62.70913770913771,21.773101971278383,61.6,11.506493506493506,7.088,8.0,-0.6414588357574053,JOHNSON,,,,,,,34.509997436417365,9.076742898754347,36.27500455788515,47.22943143812709,31.51181145593542,42.15150240598027,50.0,50.0,34.33039126649886,113
Keon Coleman,BUF,WR,91,56,596.0,7,5.5605384107418,2.4798440480308477,13.79994029275809,2.02944298245614,2.3854805356494095,-0.35603755319326946,56.35538190622937,30.79503890089685,61.53846153846154,10.642857142857142,6.549450549450549,7.6923076923076925,-0.35603755319326946,COLEMAN,,,,,,,21.279889573339617,14.3065406508136,29.838921333907663,47.08001029071263,64.05514652197708,36.30419594389656,50.0,50.0,34.16284288886939,114
Jauan Jennings,SF,WR,169,105,1213.0,17,5.586104988149106,2.2252874554156787,10.017641025641025,3.192712121212122,2.676354597059957,0.5163575241521651,63.601953601953596,29.43499422261399,62.1301775147929,11.552380952380952,7.177514792899408,10.059171597633137,0.5163575241521651,JENNINGS,,,,,,,12.632464321999217,30.291507761258508,37.34477569271763,48.516752092774716,39.971272516777326,37.02608256526997,50.0,50.0,34.099721530734044,115
Olamide Zaccheaus,CHI,WR,109,67,556.0,3,5.988685889929743,3.065507352074851,6.950696428571429,4.683093635531135,4.591644071911957,0.09144956361917728,61.101190476190474,14.888108599281033,61.46788990825688,8.298507462686567,5.10091743119266,2.7522935779816518,0.09144956361917728,ZACCHEAUS,,,,,,,41.175189051322064,22.505884079435955,12.527828188637901,46.90865576386118,20.442435150861357,48.39317963055136,50.0,50.0,34.00259808871721,116
Tee Higgins,CIN,WR,185,110,1547.0,20,5.459162972694545,1.8534221914005473,13.087579618463549,3.1174483454398705,2.689529856345511,0.42791848909435953,59.40703806775235,36.42617167758794,59.45945945945946,14.063636363636364,8.362162162162162,10.81081081081081,0.42791848909435953,HIGGINS,,,,,,,0.0,28.671032011922364,51.5022296681367,42.03199855373768,59.51917421668518,33.44180371609419,50.0,50.0,33.97754174330848,117
Jonnu Smith,PIT,TE,76,54,308.0,4,5.31275,3.523874808990937,3.7402740740740748,4.404101754385964,4.656776949997066,-0.2526751956111015,72.74074074074073,9.675797928414113,71.05263157894737,5.703703703703703,4.052631578947368,5.263157894736842,-0.2526751956111015,SMITH,,,,,,,56.74617969276676,16.200457672258207,0.0,70.18130610807955,0.0,29.307751492369604,50.0,50.0,33.86843182685507,118
Dontayvion Wicks,GB,WR,67,44,508.0,4,5.764746054817276,1.920972602268721,13.254572334368529,1.2260416666666678,1.448547526698879,-0.22250586003221118,66.89958592132504,23.581925413350135,65.67164179104478,11.545454545454545,7.582089552238806,5.970149253731343,-0.22250586003221118,WICKS,,,,,,,2.294724024543121,16.753252901731496,42.17975754772174,57.11575899765386,60.582504018376724,42.07011305872086,50.0,50.0,33.69629655609976,119
Andrei Iosivas,CIN,WR,90,52,697.0,3,5.518763708513709,2.2949993659962202,10.947159277504106,3.0414823232323243,2.843295287268423,0.1981870359639005,57.26053639846743,20.43190652127677,57.77777777777777,13.403846153846153,7.7444444444444445,3.3333333333333335,0.1981870359639005,IOSIVAS,,,,,,,15.000615661865307,24.461643607646632,44.120024308720765,37.94871794871793,45.890000486832236,35.124663847367344,50.0,50.0,33.65354143110082,120
Van Jefferson,TEN,WR,78,38,496.0,2,5.962858095238095,2.4230736278956124,15.043131501831501,1.8803735632183902,1.64172719450669,0.2386463687116999,39.55860805860806,35.46106509757359,48.717948717948715,13.052631578947368,6.358974358974359,2.564102564102564,0.2386463687116999,JEFFERSON,,,,,,,19.351367669572653,25.202983305770626,27.56258326905547,15.950604579367115,71.97119396539303,47.66391739296492,50.0,50.0,33.012036755997244,121
Mark Andrews,BAL,TE,111,76,669.0,8,4.415702380952381,2.8925803372494014,7.549141369047619,2.306060267857143,2.3747196664036094,-0.06865939854646674,66.17559523809524,20.052496022884633,68.46846846846847,8.802631578947368,6.027027027027027,7.207207207207207,-0.06865939854646674,ANDREWS,,,,,,,35.30076474638502,19.572194331789788,23.59555544605682,63.906716080629124,24.253046508556373,3.9791099378578227,50.0,50.0,32.88000307720144,122
Darnell Mooney,ATL,WR,121,51,686.0,1,6.367732458513708,3.1218038354419226,14.104592487373736,3.0678515625,3.596423795189886,-0.5285722326898863,41.12779581529581,33.950832381762595,42.14876033057851,13.450980392156863,5.669421487603306,0.8264462809917356,-0.5285722326898863,MOONEY,,,,,,,43.08761106651631,11.145173457458236,19.321892162697672,0.0,65.99502609055585,59.095771627087586,50.0,50.0,32.71085382060331,123
Tyler Lockett,LV,WR,71,42,402.0,1,6.232106918238993,3.2527965840625837,7.079287878787879,2.8359374999999996,3.972768379283807,-1.1368308792838073,60.37878787878788,15.917096230817972,59.154929577464785,9.571428571428571,5.661971830985915,1.4084507042253522,-1.1368308792838073,LOCKETT,,,,,,,47.53750564802199,0.0,19.232862993824387,41.292571482406125,21.261244046308565,55.266308594899435,50.0,50.0,32.25864407657411,124
Adonai Mitchell,NYJ,WR,129,57,754.0,4,5.8969528903903905,2.7860094082776685,14.980967932217933,2.677267992424243,2.8752124609716563,-0.1979444685474135,40.39575289575289,50.879712355551334,44.18604651162791,13.228070175438596,5.844961240310077,3.10077519379845,-0.1979444685474135,MITCHELL,,,,,,,31.680492598720946,17.20329330804135,21.419728222848786,4.946721630240338,71.57536606480815,45.80304705038885,50.0,50.0,31.744114583036538,125
Xavier Legette,CAR,WR,103,55,568.0,5,7.048658045977011,2.51271091177283,10.510562026515151,1.8936547619047637,2.812996899863787,-0.9193421379590235,50.31047077922077,28.99947237136806,53.398058252427184,10.327272727272728,5.514563106796117,4.854368932038835,-0.9193421379590235,LEGETTE,,,,,,,22.39639472661391,3.9850641839329763,17.471214521510568,27.314348800207807,43.109957861635834,78.32208666760255,50.0,50.0,29.392828634788383,126
Elic Ayomanor,TEN,WR,166,75,923.0,7,6.010672933492211,2.6363326070960658,11.969805829937853,3.0135787992495304,3.1249738812266723,-0.11139508197714164,45.41177923200395,35.39199451657616,45.18072289156627,12.306666666666667,5.5602409638554215,4.216867469879518,-0.11139508197714164,AYOMANOR,,,,,,,26.59589063740242,18.789144871950583,18.01710030642168,7.361889027682647,52.40172496479486,49.01399611053762,50.0,50.0,29.05404482206413,127
Davante Adams,LAR,WR,228,120,1578.0,28,5.244292743326814,2.202590205158969,13.11700300927143,1.8500444444444437,2.6326127718993555,-0.65042229570888,54.52605094710358,36.872297631064754,52.63157894736842,13.15,6.921052631578948,12.280701754385964,-0.65042229570888,ADAMS,,,,,,,11.861426443979765,8.91250468118428,34.279854147675486,25.453265270198894,59.70652830661231,27.37482253825095,50.0,50.0,27.82530590128721,128
Jerry Jeudy,CLE,WR,191,89,1088.0,4,5.638534333721833,2.3615572088411754,11.898278591778592,3.6314833333333336,3.4790918561385866,0.15239147719474685,45.75697756122284,38.43585677685352,46.596858638743456,12.224719101123595,5.696335078534031,2.094240837696335,0.15239147719474685,JEUDY,,,,,,,17.26162161334862,23.62252779906498,19.643530428059393,10.800399236547655,51.94627369822161,38.5064544794824,50.0,50.0,27.67533695190925,129
Mike Evans,TB,WR,118,58,702.0,6,5.499101565357326,1.975563463627162,13.151261736855057,1.4390476190476185,2.1106214536098813,-0.6715738345622627,49.88554072655455,39.328896588551196,49.152542372881356,12.10344827586207,5.9491525423728815,5.084745762711865,-0.6715738345622627,EVANS,,,,,,,4.149205136792556,8.524943286482895,22.664895014137176,17.005838671277136,59.92467151010648,34.56949223147224,50.0,50.0,23.815834730576313,130
Christian Kirk,HOU,WR,84,45,382.0,2,5.489459671465486,2.633285376555888,6.969842948717948,4.512694444444445,5.139335982525887,-0.6266415380814422,54.113247863247864,15.644793701548748,53.57142857142857,8.488888888888889,4.5476190476190474,2.380952380952381,-0.6266415380814422,KIRK,,,,,,,26.492374566382317,9.34824146880205,5.915483786951428,27.735308170090768,20.564351040187127,34.29724796137169,50.0,50.0,23.80413344007144,131
